Drugs,LSM_ID,LINK2,Drug_Repurposing_Hub,CLUE,Manual
minoxidil,LSM-2134,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2134'>LSM-2134</a>,#N/A,#N/A,#N/A
mirodenafil,LSM-45289,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45289'>LSM-45289</a>,#N/A,#N/A,#N/A
mirtazapine,LSM-1706,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1706'>LSM-1706</a>,#N/A,#N/A,#N/A
mitiglinide,LSM-45488,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45488'>LSM-45488</a>,#N/A,#N/A,#N/A
mitomycin-c,LSM-1590,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1590'>LSM-1590</a>,#N/A,#N/A,#N/A
mitoxantrone,LSM-2481,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2481'>LSM-2481</a>,topoisomerase inhibitor,N/A,N/A
mizolastine,LSM-5377,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5377'>LSM-5377</a>,#N/A,#N/A,#N/A
MK-0752,LSM-45266,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45266'>LSM-45266</a>,#N/A,#N/A,#N/A
MK-0773,LSM-45257,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45257'>LSM-45257</a>,#N/A,#N/A,#N/A
MK-0812,LSM-45856,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45856'>LSM-45856</a>,#N/A,#N/A,#N/A
MK-0893,LSM-45875,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45875'>LSM-45875</a>,#N/A,#N/A,#N/A
MK-1775,LSM-1153,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1153'>LSM-1153</a>,WEE1 kinase inhibitor,WEE1 kinase inhibitor,N/A
MK-2206,LSM-1057,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1057'>LSM-1057</a>,AKT inhibitor,AKT inhibitor,N/A
MK-2461,LSM-45560,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45560'>LSM-45560</a>,#N/A,#N/A,#N/A
MK-3207,LSM-45896,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45896'>LSM-45896</a>,#N/A,#N/A,#N/A
MK-5108,LSM-36812,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-36812'>LSM-36812</a>,#N/A,#N/A,#N/A
MK-8033,LSM-45677,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45677'>LSM-45677</a>,#N/A,#N/A,#N/A
MK-8245,LSM-45756,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45756'>LSM-45756</a>,#N/A,#N/A,#N/A
MLN-0128,LSM-1206,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1206'>LSM-1206</a>,#N/A,#N/A,#N/A
MLN-2480,LSM-45644,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45644'>LSM-45644</a>,#N/A,#N/A,#N/A
MLN-8054,LSM-1066,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1066'>LSM-1066</a>,Aurora kinase inhibitor,Aurora kinase inhibitor,N/A
mocetinostat,LSM-5344,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5344'>LSM-5344</a>,HDAC inhibitor,HDAC inhibitor,N/A
moclobemide,LSM-5247,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5247'>LSM-5247</a>,#N/A,#N/A,#N/A
molindone,LSM-1709,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1709'>LSM-1709</a>,#N/A,#N/A,#N/A
molsidomine,LSM-25617,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-25617'>LSM-25617</a>,#N/A,#N/A,#N/A
moracizine,LSM-2476,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2476'>LSM-2476</a>,#N/A,#N/A,#N/A
motesanib,LSM-1042,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1042'>LSM-1042</a>,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",KIT inhibitor,N/A
moxidectin,LSM-45247,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45247'>LSM-45247</a>,#N/A,#N/A,#N/A
moxifloxacin,LSM-5746,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5746'>LSM-5746</a>,#N/A,#N/A,#N/A
moxisylyte,LSM-5868,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5868'>LSM-5868</a>,#N/A,#N/A,#N/A
moxonidine,LSM-3743,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3743'>LSM-3743</a>,#N/A,#N/A,#N/A
mozavaptan,LSM-45912,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45912'>LSM-45912</a>,#N/A,#N/A,#N/A
mubritinib,LSM-45710,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45710'>LSM-45710</a>,#N/A,#N/A,#N/A
mycophenolate-mofetil,LSM-43041,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43041'>LSM-43041</a>,#N/A,#N/A,#N/A
mycophenolic-acid,LSM-42933,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42933'>LSM-42933</a>,#N/A,#N/A,#N/A
N6022,LSM-45697,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45697'>LSM-45697</a>,#N/A,#N/A,#N/A
nafamostat,LSM-45274,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45274'>LSM-45274</a>,#N/A,#N/A,#N/A
naftidrofuryl,LSM-1730,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1730'>LSM-1730</a>,#N/A,#N/A,#N/A
naftifine,LSM-43018,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43018'>LSM-43018</a>,#N/A,#N/A,#N/A
naftopidil,LSM-4302,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4302'>LSM-4302</a>,#N/A,#N/A,#N/A
nalbuphine,LSM-3477,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3477'>LSM-3477</a>,#N/A,#N/A,#N/A
nandrolone,LSM-5630,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5630'>LSM-5630</a>,#N/A,#N/A,#N/A
naphazoline,LSM-3737,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3737'>LSM-3737</a>,#N/A,#N/A,#N/A
naproxen,LSM-5689,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5689'>LSM-5689</a>,#N/A,#N/A,#N/A
naringenin,LSM-45876,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45876'>LSM-45876</a>,#N/A,#N/A,#N/A
narlaprevir,LSM-45473,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45473'>LSM-45473</a>,#N/A,#N/A,#N/A
nateglinide,LSM-5555,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5555'>LSM-5555</a>,#N/A,#N/A,#N/A
navitoclax,LSM-4738,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4738'>LSM-4738</a>,#N/A,#N/A,#N/A
nebivolol,LSM-45235,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45235'>LSM-45235</a>,#N/A,#N/A,#N/A
nefazodone,LSM-4031,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4031'>LSM-4031</a>,#N/A,#N/A,#N/A
nefiracetam,LSM-45762,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45762'>LSM-45762</a>,#N/A,#N/A,#N/A
nefopam,LSM-1811,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1811'>LSM-1811</a>,#N/A,#N/A,#N/A
nelarabine,LSM-45931,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45931'>LSM-45931</a>,#N/A,#N/A,#N/A
nemonapride,LSM-45497,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45497'>LSM-45497</a>,#N/A,#N/A,#N/A
neostigmine,LSM-5360,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5360'>LSM-5360</a>,#N/A,#N/A,#N/A
nepafenac,LSM-45729,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45729'>LSM-45729</a>,#N/A,#N/A,#N/A
neratinib,LSM-42778,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42778'>LSM-42778</a>,EGFR inhibitor,EGFR inhibitor,N/A
nesbuvir,LSM-45670,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45670'>LSM-45670</a>,#N/A,#N/A,#N/A
netupitant,LSM-45459,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45459'>LSM-45459</a>,#N/A,#N/A,#N/A
nevirapine,LSM-5336,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5336'>LSM-5336</a>,#N/A,#N/A,#N/A
NF-449,LSM-4605,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4605'>LSM-4605</a>,#N/A,#N/A,#N/A
niacin,LSM-4676,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4676'>LSM-4676</a>,#N/A,#N/A,#N/A
nicaraven,LSM-45966,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45966'>LSM-45966</a>,#N/A,#N/A,#N/A
nicardipine,LSM-1418,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1418'>LSM-1418</a>,#N/A,#N/A,#N/A
nicergoline,LSM-3720,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3720'>LSM-3720</a>,#N/A,#N/A,#N/A
niclosamide,LSM-2787,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2787'>LSM-2787</a>,#N/A,#N/A,#N/A
nicotinamide,LSM-5428,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5428'>LSM-5428</a>,#N/A,#N/A,#N/A
nicotine,LSM-2093,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2093'>LSM-2093</a>,#N/A,#N/A,#N/A
niguldipine,LSM-4436,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4436'>LSM-4436</a>,#N/A,#N/A,#N/A
nikethamide,LSM-45832,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45832'>LSM-45832</a>,#N/A,#N/A,#N/A
nilotinib,LSM-1099,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1099'>LSM-1099</a>,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor",ABL inhibitor,N/A
nimesulide,LSM-3718,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3718'>LSM-3718</a>,#N/A,#N/A,#N/A
nimodipine,LSM-1659,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1659'>LSM-1659</a>,#N/A,#N/A,#N/A
nintedanib,LSM-1152,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1152'>LSM-1152</a>,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",N/A,N/A
nisoxetine,LSM-1934,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1934'>LSM-1934</a>,#N/A,#N/A,#N/A
nitrendipine,LSM-1246,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1246'>LSM-1246</a>,#N/A,#N/A,#N/A
nizofenone,LSM-45382,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45382'>LSM-45382</a>,#N/A,#N/A,#N/A
NMS-1286937,LSM-45818,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45818'>LSM-45818</a>,#N/A,#N/A,#N/A
norethindrone,LSM-1295,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1295'>LSM-1295</a>,#N/A,#N/A,#N/A
norethisterone,LSM-1520,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1520'>LSM-1520</a>,#N/A,#N/A,#N/A
norfloxacin,LSM-5286,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5286'>LSM-5286</a>,#N/A,#N/A,#N/A
norgestrel,LSM-45699,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45699'>LSM-45699</a>,#N/A,#N/A,#N/A
nortriptyline,LSM-4039,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4039'>LSM-4039</a>,#N/A,#N/A,#N/A
noscapine,LSM-4043,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4043'>LSM-4043</a>,#N/A,#N/A,#N/A
novobiocin,LSM-5910,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5910'>LSM-5910</a>,#N/A,#N/A,#N/A
NPK76-II-72-1,LSM-1070,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1070'>LSM-1070</a>,N/A,N/A,N/A
NSC-4644,LSM-25606,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-25606'>LSM-25606</a>,#N/A,#N/A,#N/A
NSI-189,LSM-45446,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45446'>LSM-45446</a>,#N/A,#N/A,#N/A
NU-7026,LSM-2191,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2191'>LSM-2191</a>,"DNA dependent protein kinase inhibitor, mTOR inhibitor, PI3K inhibitor",N/A,N/A
NU-7441,LSM-1061,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1061'>LSM-1061</a>,DNA dependent protein kinase inhibitor,DNA dependent protein kinase inhibitor,N/A
nutlin-3,LSM-4288,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4288'>LSM-4288</a>,#N/A,#N/A,#N/A
NVP-AEW541,LSM-1122,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1122'>LSM-1122</a>,N/A,N/A,potent IGF-1R/InsR inhibitor
NVP-AUY922,LSM-1162,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1162'>LSM-1162</a>,N/A,N/A,highly potent HSP90 inhibitor for HSP90_/_ 
NVP-BEZ235,LSM-4255,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4255'>LSM-4255</a>,"mTOR inhibitor, PI3K inhibitor",MTOR inhibitor,N/A
NVP-BGJ398,LSM-1184,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1184'>LSM-1184</a>,FGFR inhibitor,N/A,N/A
NVP-BHG712,LSM-1201,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1201'>LSM-1201</a>,#N/A,#N/A,#N/A
NVP-DPP728,LSM-45615,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45615'>LSM-45615</a>,#N/A,#N/A,#N/A
NVP-TAE226,LSM-1208,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1208'>LSM-1208</a>,protein tyrosine kinase inhibitor,N/A,N/A
NVP-TAE684,LSM-1024,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1024'>LSM-1024</a>,ALK tyrosine kinase receptor inhibitor,ALK inhibitor,N/A
NXY-059,LSM-45683,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45683'>LSM-45683</a>,#N/A,#N/A,#N/A
O6-benzylguanine,LSM-45743,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45743'>LSM-45743</a>,#N/A,#N/A,#N/A
OCO-1112,LSM-45686,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45686'>LSM-45686</a>,#N/A,#N/A,#N/A
odanacatib,LSM-45851,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45851'>LSM-45851</a>,#N/A,#N/A,#N/A
ofloxacin,LSM-4370,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4370'>LSM-4370</a>,#N/A,#N/A,#N/A
oglemilast,LSM-45656,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45656'>LSM-45656</a>,#N/A,#N/A,#N/A
olanzapine,LSM-5359,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5359'>LSM-5359</a>,#N/A,#N/A,#N/A
olaparib,LSM-1145,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1145'>LSM-1145</a>,PARP inhibitor,PARP inhibitor,N/A
olmesartan-medoxomil,LSM-3767,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3767'>LSM-3767</a>,#N/A,#N/A,#N/A
olprinone,LSM-45375,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45375'>LSM-45375</a>,#N/A,#N/A,#N/A
omecamtiv-mecarbil,LSM-45390,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45390'>LSM-45390</a>,#N/A,#N/A,#N/A
ondansetron,LSM-1375,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1375'>LSM-1375</a>,#N/A,#N/A,#N/A
oprozomib,LSM-45496,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45496'>LSM-45496</a>,#N/A,#N/A,#N/A
orantinib,LSM-43215,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43215'>LSM-43215</a>,#N/A,#N/A,#N/A
ORE-1001,LSM-45511,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45511'>LSM-45511</a>,#N/A,#N/A,#N/A
ORG-9768,LSM-45397,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45397'>LSM-45397</a>,#N/A,#N/A,#N/A
orlistat,LSM-5724,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5724'>LSM-5724</a>,#N/A,#N/A,#N/A
ornidazole,LSM-1548,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1548'>LSM-1548</a>,#N/A,#N/A,#N/A
orphenadrine,LSM-1630,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1630'>LSM-1630</a>,#N/A,#N/A,#N/A
orteronel,LSM-45634,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45634'>LSM-45634</a>,#N/A,#N/A,#N/A
oseltamivir-carboxylate,LSM-45567,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45567'>LSM-45567</a>,#N/A,#N/A,#N/A
OSI-027,LSM-42786,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42786'>LSM-42786</a>,mTOR inhibitor,N/A,N/A
OSI-027,LSM-45146,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45146'>LSM-45146</a>,mTOR inhibitor,N/A,N/A
OSI-930,LSM-1179,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1179'>LSM-1179</a>,"KIT inhibitor, VEGFR inhibitor",N/A,N/A
osimertinib,LSM-6344,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6344'>LSM-6344</a>,#N/A,#N/A,#N/A
ostarine,LSM-45447,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45447'>LSM-45447</a>,#N/A,#N/A,#N/A
otamixaban,LSM-45819,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45819'>LSM-45819</a>,#N/A,#N/A,#N/A
otilonium,LSM-45393,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45393'>LSM-45393</a>,#N/A,#N/A,#N/A
OTS-167,LSM-6340,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6340'>LSM-6340</a>,#N/A,#N/A,#N/A
oxandrolone,LSM-45444,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45444'>LSM-45444</a>,#N/A,#N/A,#N/A
oxaprozin,LSM-2553,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2553'>LSM-2553</a>,#N/A,#N/A,#N/A
oxatomide,LSM-45932,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45932'>LSM-45932</a>,#N/A,#N/A,#N/A
oxfendazole,LSM-1466,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1466'>LSM-1466</a>,#N/A,#N/A,#N/A
oxiconazole,LSM-5389,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5389'>LSM-5389</a>,#N/A,#N/A,#N/A
oxiperomide,LSM-45254,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45254'>LSM-45254</a>,#N/A,#N/A,#N/A
oxybenzone,LSM-3309,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3309'>LSM-3309</a>,#N/A,#N/A,#N/A
oxybuprocaine,LSM-2069,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2069'>LSM-2069</a>,#N/A,#N/A,#N/A
oxybutynin,LSM-5111,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5111'>LSM-5111</a>,#N/A,#N/A,#N/A
oxymetazoline,LSM-2353,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2353'>LSM-2353</a>,#N/A,#N/A,#N/A
oxypurinol,LSM-45232,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45232'>LSM-45232</a>,#N/A,#N/A,#N/A
ozagrel,LSM-42902,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42902'>LSM-42902</a>,#N/A,#N/A,#N/A
PA-824,LSM-45767,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45767'>LSM-45767</a>,#N/A,#N/A,#N/A
paclitaxel,LSM-1102,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1102'>LSM-1102</a>,#N/A,#N/A,#N/A
palbociclib,LSM-1071,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1071'>LSM-1071</a>,CDK inhibitor,CDK inhibitor,N/A
palmitoylethanolamide,LSM-3518,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3518'>LSM-3518</a>,#N/A,#N/A,#N/A
palomid-529,LSM-45432,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45432'>LSM-45432</a>,#N/A,#N/A,#N/A
palonosetron,LSM-5266,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5266'>LSM-5266</a>,#N/A,#N/A,#N/A
palovarotene,LSM-45512,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45512'>LSM-45512</a>,#N/A,#N/A,#N/A
pantoprazole,LSM-1390,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1390'>LSM-1390</a>,#N/A,#N/A,#N/A
papaverine,LSM-2338,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2338'>LSM-2338</a>,#N/A,#N/A,#N/A
paracetamol,LSM-5533,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5533'>LSM-5533</a>,#N/A,#N/A,#N/A
paricalcitol,LSM-45519,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45519'>LSM-45519</a>,#N/A,#N/A,#N/A
paroxetine,LSM-2843,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2843'>LSM-2843</a>,#N/A,#N/A,#N/A
pasireotide,LSM-45412,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45412'>LSM-45412</a>,#N/A,#N/A,#N/A
pazopanib,LSM-1114,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1114'>LSM-1114</a>,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",KIT inhibitor,N/A
pazufloxacin,LSM-5745,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5745'>LSM-5745</a>,#N/A,#N/A,#N/A
PCA-4248,LSM-1433,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1433'>LSM-1433</a>,#N/A,#N/A,#N/A
PCI-24781,LSM-2269,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2269'>LSM-2269</a>,#N/A,#N/A,#N/A
PD-0325901,LSM-1101,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1101'>LSM-1101</a>,MEK inhibitor,MEK inhibitor,N/A
PD-123319,LSM-45533,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45533'>LSM-45533</a>,#N/A,#N/A,#N/A
PD-153035,LSM-45421,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45421'>LSM-45421</a>,#N/A,#N/A,#N/A
PD-173074,LSM-1026,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1026'>LSM-1026</a>,"FGFR inhibitor, VEGFR inhibitor",FGFR inhibitor,N/A
PD-184352,LSM-1048,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1048'>LSM-1048</a>,MEK inhibitor,MEK inhibitor,N/A
pelitinib,LSM-42796,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42796'>LSM-42796</a>,EGFR inhibitor,N/A,N/A
pemirolast,LSM-45285,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45285'>LSM-45285</a>,#N/A,#N/A,#N/A
penciclovir,LSM-5587,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5587'>LSM-5587</a>,#N/A,#N/A,#N/A
penfluridol,LSM-2334,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2334'>LSM-2334</a>,#N/A,#N/A,#N/A
penicillin-v-potassium,LSM-45657,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45657'>LSM-45657</a>,#N/A,#N/A,#N/A
penitrem-a,LSM-2058,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2058'>LSM-2058</a>,#N/A,#N/A,#N/A
pentamidine,LSM-4540,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4540'>LSM-4540</a>,#N/A,#N/A,#N/A
pentobarbital,LSM-1566,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1566'>LSM-1566</a>,#N/A,#N/A,#N/A
pentoxifylline,LSM-3285,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3285'>LSM-3285</a>,#N/A,#N/A,#N/A
perampanel,LSM-45792,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45792'>LSM-45792</a>,#N/A,#N/A,#N/A
